,title,year,category,result
26020,the hairy ape,1944,s_actress,O
26021,it happened tomorrow,1944,s_actress,O
26022,jack london,1944,s_actress,O
26023,kismet,1944,s_actress,O
26024,the princess and the pirate,1944,s_actress,O
26025,summer storm,1944,s_actress,O
26026,three russian girls,1944,s_actress,O
26027,up in mabel's room,1944,s_actress,O
26028,voice in the wind,1944,s_actress,O
26029,the woman of the town,1944,s_actress,O
26030,cover girl,1944,s_actress,O
26031,brazil,1944,s_actress,O
26032,higher and higher,1944,s_actress,O
26033,hollywood canteen,1944,s_actress,O
26034,irish eyes are smiling,1944,s_actress,O
26035,knickerbocker holiday,1944,s_actress,O
26036,lady in the dark,1944,s_actress,O
26037,"lady, let's dance",1944,s_actress,O
26038,the merry monahans,1944,s_actress,O
26039,minstrel man,1944,s_actress,O
26040,sensations of 1945,1944,s_actress,O
26041,song of the open road,1944,s_actress,O
26042,up in arms,1944,s_actress,O
26043,follow the boys,1944,s_actress,O
26044,sweet and lowdown,1944,s_actress,O
26045,his butler's sister,1944,s_actress,O
26046,music in manhattan,1944,s_actress,O
26047,no time for love,1944,s_actress,O
26048,step lively,1944,s_actress,O
26049,the climax,1944,s_actress,O
26050,the desert song,1944,s_actress,O
26051,thirty seconds over tokyo,1944,s_actress,O
26052,the uninvited,1944,s_actress,O
26053,the white cliffs of dover,1944,s_actress,O
26054,home in indiana,1944,s_actress,O
26055,janie,1944,s_actress,O
26056,days of glory,1944,s_actress,O
26057,secret command,1944,s_actress,O
26058,the story of dr. wassell,1944,s_actress,O
26059,the lost weekend,1945,s_actress,O
26060,anchors aweigh,1945,s_actress,O
26061,the bells of st. mary's,1945,s_actress,O
26062,mildred pierce,1945,s_actress,N
26063,spellbound,1945,s_actress,O
26064,national velvet,1945,s_actress,W
26065,the southerner,1945,s_actress,O
26066,the keys of the kingdom,1945,s_actress,O
26067,a song to remember,1945,s_actress,O
26068,the valley of decision,1945,s_actress,O
26069,love letters,1945,s_actress,O
26070,leave her to heaven,1945,s_actress,O
26071,a tree grows in brooklyn,1945,s_actress,O
26072,the corn is green,1945,s_actress,N
26073,the story of g.i. joe,1945,s_actress,O
26074,a medal for benny,1945,s_actress,O
26075,the picture of dorian gray,1945,s_actress,N
26076,marie-louise,1945,s_actress,O
26077,dillinger,1945,s_actress,O
26078,music for millions,1945,s_actress,O
26079,salty o'rourke,1945,s_actress,O
26080,"what next, corporal hargrove?",1945,s_actress,O
26081,pride of the marines,1945,s_actress,O
26082,brewster's millions,1945,s_actress,O
26083,captain kidd,1945,s_actress,O
26084,the enchanted cottage,1945,s_actress,O
26085,flame of barbary coast,1945,s_actress,O
26086,g. i. honeymoon,1945,s_actress,O
26087,guest in the house,1945,s_actress,O
26088,guest wife,1945,s_actress,O
26089,the man who walked alone,1945,s_actress,O
26090,"objective, burma!",1945,s_actress,O
26091,paris underground,1945,s_actress,O
26092,this love of ours,1945,s_actress,O
26093,the woman in the window,1945,s_actress,O
26094,belle of the yukon,1945,s_actress,O
26095,can't help singing,1945,s_actress,O
26096,hitchhike to happiness,1945,s_actress,O
26097,incendiary blonde,1945,s_actress,O
26098,rhapsody in blue,1945,s_actress,O
26099,state fair,1945,s_actress,O
26100,sunbonnet sue,1945,s_actress,O
26101,the three caballeros,1945,s_actress,O
26102,tonight and every night,1945,s_actress,O
26103,why girls leave home,1945,s_actress,O
26104,wonder man,1945,s_actress,O
26105,here come the waves,1945,s_actress,O
26106,earl carroll vanities,1945,s_actress,O
26107,sing your way home,1945,s_actress,O
26108,san antonio,1945,s_actress,O
26109,lady on a train,1945,s_actress,O
26110,they were expendable,1945,s_actress,O
26111,three is a family,1945,s_actress,O
26112,the unseen,1945,s_actress,O
26113,blood on the sun,1945,s_actress,O
26114,experiment perilous,1945,s_actress,O
26115,frenchman's creek,1945,s_actress,O
26116,a thousand and one nights,1945,s_actress,O
26117,the spanish main,1945,s_actress,O
26118,captain eddie,1945,s_actress,O
26119,the best years of our lives,1946,s_actress,O
26120,henry v,1946,s_actress,O
26121,it's a wonderful life,1946,s_actress,O
26122,the razor's edge,1946,s_actress,W
26123,the yearling,1946,s_actress,O
26124,brief encounter,1946,s_actress,O
26125,the killers,1946,s_actress,O
26126,the jolson story,1946,s_actress,O
26127,to each his own,1946,s_actress,O
26128,duel in the sun,1946,s_actress,N
26129,sister kenny,1946,s_actress,O
26130,the green years,1946,s_actress,O
26131,notorious,1946,s_actress,O
26132,the spiral staircase,1946,s_actress,N
26133,saratoga trunk,1946,s_actress,N
26134,anna and the king of siam,1946,s_actress,N
26135,the seventh veil,1946,s_actress,O
26136,the blue dahlia,1946,s_actress,O
26137,children of paradise,1946,s_actress,O
26138,road to utopia,1946,s_actress,O
26139,"rome, open city",1946,s_actress,O
26140,humoresque,1946,s_actress,O
26141,blue skies,1946,s_actress,O
26142,centennial summer,1946,s_actress,O
26143,the harvey girls,1946,s_actress,O
26144,night and day,1946,s_actress,O
26145,the dolly sisters,1946,s_actress,O
26146,canyon passage,1946,s_actress,O
26147,kitty,1946,s_actress,O
26148,caesar and cleopatra,1946,s_actress,O
26149,blithe spirit,1946,s_actress,O
26150,a stolen life,1946,s_actress,O
26151,gentleman's agreement,1947,s_actress,WN
26152,the bishop's wife,1947,s_actress,O
26153,crossfire,1947,s_actress,N
26154,great expectations,1947,s_actress,O
26155,miracle on 34th street,1947,s_actress,O
26156,a double life,1947,s_actress,O
26157,body and soul,1947,s_actress,O
26158,life with father,1947,s_actress,O
26159,mourning becomes electra,1947,s_actress,O
26160,the farmer's daughter,1947,s_actress,O
26161,possessed,1947,s_actress,O
26162,"smash-up, the story of a woman",1947,s_actress,O
26163,ride the pink horse,1947,s_actress,O
26164,kiss of death,1947,s_actress,O
26165,the paradine case,1947,s_actress,N
26166,the egg and i,1947,s_actress,N
26167,the bachelor and the bobby-soxer,1947,s_actress,O
26168,monsieur verdoux,1947,s_actress,O
26169,shoeshine,1947,s_actress,O
26170,boomerang!,1947,s_actress,O
26171,captain from castile,1947,s_actress,O
26172,forever amber,1947,s_actress,O
26173,mother wore tights,1947,s_actress,O
26174,fiesta,1947,s_actress,O
26175,my wild irish rose,1947,s_actress,O
26176,road to rio,1947,s_actress,O
26177,song of the south,1947,s_actress,O
26178,"the time, the place and the girl",1947,s_actress,O
26179,the perils of pauline,1947,s_actress,O
26180,good news,1947,s_actress,O
26181,green dolphin street,1947,s_actress,O
26182,t-men,1947,s_actress,O
26183,the foxes of harrow,1947,s_actress,O
26184,black narcissus,1947,s_actress,O
26185,the ghost and mrs. muir,1947,s_actress,O
26186,odd man out,1947,s_actress,O
26187,unconquered,1947,s_actress,O
26188,hamlet,1948,s_actress,N
26189,johnny belinda,1948,s_actress,N
26190,the red shoes,1948,s_actress,O
26191,the snake pit,1948,s_actress,O
26192,the treasure of the sierra madre,1948,s_actress,O
26193,the search,1948,s_actress,O
26194,when my baby smiles at me,1948,s_actress,O
26195,sitting pretty,1948,s_actress,O
26196,joan of arc,1948,s_actress,O
26197,i remember mama,1948,s_actress,N
26198,"sorry, wrong number",1948,s_actress,O
26199,the luck of the irish,1948,s_actress,O
26200,key largo,1948,s_actress,W
26201,a foreign affair,1948,s_actress,O
26202,easter parade,1948,s_actress,O
26203,the emperor waltz,1948,s_actress,O
26204,the pirate,1948,s_actress,O
26205,romance on the high seas,1948,s_actress,O
26206,the paleface,1948,s_actress,O
26207,casbah,1948,s_actress,O
26208,that lady in ermine,1948,s_actress,O
26209,wet blanket policy,1948,s_actress,O
26210,moonrise,1948,s_actress,O
26211,the naked city,1948,s_actress,O
26212,portrait of jennie,1948,s_actress,O
26213,green grass of wyoming,1948,s_actress,O
26214,the loves of carmen,1948,s_actress,O
26215,the three musketeers,1948,s_actress,O
26216,b.f.'s daughter,1948,s_actress,O
26217,red river,1948,s_actress,O
26218,deep waters,1948,s_actress,O
26219,all the king's men,1949,s_actress,W
26220,battleground,1949,s_actress,O
26221,the heiress,1949,s_actress,O
26222,a letter to three wives,1949,s_actress,O
26223,twelve o'clock high,1949,s_actress,O
26224,the fallen idol,1949,s_actress,O
26225,champion,1949,s_actress,O
26226,the hasty heart,1949,s_actress,O
26227,sands of iwo jima,1949,s_actress,O
26228,pinky,1949,s_actress,N
26229,my foolish heart,1949,s_actress,O
26230,"edward, my son",1949,s_actress,O
26231,come to the stable,1949,s_actress,N
26232,bicycle thieves,1949,s_actress,O
26233,beyond the forest,1949,s_actress,O
26234,on the town,1949,s_actress,O
26235,jolson sings again,1949,s_actress,O
26236,look for the silver lining,1949,s_actress,O
26237,neptune's daughter,1949,s_actress,O
26238,it's a great feeling,1949,s_actress,O
26239,so dear to my heart,1949,s_actress,O
26240,"once more, my darling",1949,s_actress,O
26241,madame bovary,1949,s_actress,O
26242,little women,1949,s_actress,O
26243,adventures of don juan,1949,s_actress,O
26244,saraband for dead lovers,1949,s_actress,O
26245,prince of foxes,1949,s_actress,O
26246,she wore a yellow ribbon,1949,s_actress,O
26247,the barkleys of broadway,1949,s_actress,O
26248,sand,1949,s_actress,O
26249,mother is a freshman,1949,s_actress,O
26250,the window,1949,s_actress,O
26251,mighty joe young,1949,s_actress,O
26252,tulsa,1949,s_actress,O
26253,all about eve,1950,s_actress,N
26254,born yesterday,1950,s_actress,O
26255,father of the bride,1950,s_actress,O
26256,king solomon's mines,1950,s_actress,O
26257,sunset boulevard,1950,s_actress,N
26258,the asphalt jungle,1950,s_actress,O
26259,the third man,1950,s_actress,O
26260,cyrano de bergerac,1950,s_actress,O
26261,the magnificent yankee,1950,s_actress,O
26262,harvey,1950,s_actress,W
26263,caged,1950,s_actress,N
26264,broken arrow,1950,s_actress,O
26265,mister 880,1950,s_actress,O
26266,the flame and the arrow,1950,s_actress,O
26267,no sad songs for me,1950,s_actress,O
26268,samson and delilah,1950,s_actress,O
26269,annie get your gun,1950,s_actress,O
26270,cinderella,1950,s_actress,O
26271,i'll get by,1950,s_actress,O
26272,three little words,1950,s_actress,O
26273,the west point story,1950,s_actress,O
26274,"captain carey, u.s.a.",1950,s_actress,O
26275,the toast of new orleans,1950,s_actress,O
26276,singing guns,1950,s_actress,O
26277,wabash avenue,1950,s_actress,O
26278,louisa,1950,s_actress,O
26279,our very own,1950,s_actress,O
26280,trio,1950,s_actress,O
26281,the red danube,1950,s_actress,O
26282,destination moon,1950,s_actress,O
26283,the furies,1950,s_actress,O
26284,the black rose,1950,s_actress,O
26285,that forsyte woman,1950,s_actress,O
26286,an american in paris,1951,s_actress,O
26287,decision before dawn,1951,s_actress,O
26288,a place in the sun,1951,s_actress,O
26289,quo vadis,1951,s_actress,O
26290,a streetcar named desire,1951,s_actress,W
26291,the african queen,1951,s_actress,O
26292,detective story,1951,s_actress,N
26293,bright victory,1951,s_actress,O
26294,death of a salesman,1951,s_actress,N
26295,the blue veil,1951,s_actress,N
26296,come fill the cup,1951,s_actress,O
26297,the mating season,1951,s_actress,N
26298,la ronde,1951,s_actress,O
26299,david and bathsheba,1951,s_actress,O
26300,alice in wonderland,1951,s_actress,O
26301,the great caruso,1951,s_actress,O
26302,on the riviera,1951,s_actress,O
26303,show boat,1951,s_actress,O
26304,here comes the groom,1951,s_actress,O
26305,the strip,1951,s_actress,O
26306,golden girl,1951,s_actress,O
26307,royal wedding,1951,s_actress,O
26308,"rich, young and pretty",1951,s_actress,O
26309,i want you,1951,s_actress,O
26310,two tickets to broadway,1951,s_actress,O
26311,fourteen hours,1951,s_actress,O
26312,the house on telegraph hill,1951,s_actress,O
26313,too young to kiss,1951,s_actress,O
26314,tales of hoffmann,1951,s_actress,O
26315,the frogmen,1951,s_actress,O
26316,strangers on a train,1951,s_actress,O
26317,when worlds collide,1951,s_actress,O
26318,kind lady,1951,s_actress,O
26319,the model and the marriage broker,1951,s_actress,O
26320,the mudlark,1951,s_actress,O
26321,the well,1951,s_actress,O
26322,the greatest show on earth,1952,s_actress,O
26323,high noon,1952,s_actress,O
26324,ivanhoe,1952,s_actress,O
26325,moulin rouge,1952,s_actress,N
26326,the quiet man,1952,s_actress,O
26327,five fingers,1952,s_actress,O
26328,viva zapata!,1952,s_actress,O
26329,the bad and the beautiful,1952,s_actress,W
26330,the lavender hill mob,1952,s_actress,O
26331,"come back, little sheba",1952,s_actress,N
26332,sudden fear,1952,s_actress,O
26333,the star,1952,s_actress,O
26334,the member of the wedding,1952,s_actress,O
26335,with a song in my heart,1952,s_actress,N
26336,my cousin rachel,1952,s_actress,O
26337,the big sky,1952,s_actress,O
26338,singin' in the rain,1952,s_actress,N
26339,the man in the white suit,1952,s_actress,O
26340,the miracle of our lady of fatima,1952,s_actress,O
26341,the thief,1952,s_actress,O
26342,hans christian andersen,1952,s_actress,O
26343,the jazz singer,1952,s_actress,O
26344,the medium,1952,s_actress,O
26345,son of paleface,1952,s_actress,O
26346,because you're mine,1952,s_actress,O
26347,just for you,1952,s_actress,O
26348,breaking the sound barrier,1952,s_actress,O
26349,the card,1952,s_actress,O
26350,carrie,1952,s_actress,O
26351,rashomon,1952,s_actress,O
26352,the merry widow,1952,s_actress,O
26353,the snows of kilimanjaro,1952,s_actress,O
26354,navajo,1952,s_actress,O
26355,million dollar mermaid,1952,s_actress,O
26356,affair in trinidad,1952,s_actress,O
26357,flat top,1952,s_actress,O
26358,from here to eternity,1953,s_actress,W
26359,julius caesar,1953,s_actress,O
26360,the robe,1953,s_actress,O
26361,roman holiday,1953,s_actress,O
26362,shane,1953,s_actress,O
26363,lili,1953,s_actress,O
26364,stalag 17,1953,s_actress,O
26365,mogambo,1953,s_actress,N
26366,the moon is blue,1953,s_actress,O
26367,hondo,1953,s_actress,N
26368,torch song,1953,s_actress,N
26369,pickup on south street,1953,s_actress,N
26370,the cruel sea,1953,s_actress,O
26371,above and beyond,1953,s_actress,O
26372,this is cinerama,1953,s_actress,O
26373,call me madam,1953,s_actress,O
26374,"the 5,000 fingers of dr. t.",1953,s_actress,O
26375,the band wagon,1953,s_actress,O
26376,calamity jane,1953,s_actress,O
26377,kiss me kate,1953,s_actress,O
26378,small town girl,1953,s_actress,O
26379,miss sadie thompson,1953,s_actress,O
26380,the caddy,1953,s_actress,O
26381,knights of the round table,1953,s_actress,O
26382,the mississippi gambler,1953,s_actress,O
26383,the war of the worlds,1953,s_actress,O
26384,martin luther,1953,s_actress,O
26385,the president's lady,1953,s_actress,O
26386,titanic,1953,s_actress,O
26387,the story of three loves,1953,s_actress,O
26388,young bess,1953,s_actress,O
26389,the four poster,1953,s_actress,O
26390,all the brothers were valiant,1953,s_actress,O
26391,beneath the 12-mile reef,1953,s_actress,O
26392,the actress,1953,s_actress,O
26393,dream wife,1953,s_actress,O
26394,how to marry a millionaire,1953,s_actress,O
26395,crazylegs,1953,s_actress,O
26396,on the waterfront,1954,s_actress,W
26397,the caine mutiny,1954,s_actress,O
26398,the country girl,1954,s_actress,O
26399,seven brides for seven brothers,1954,s_actress,O
26400,three coins in the fountain,1954,s_actress,O
26401,the high and the mighty,1954,s_actress,N
26402,rear window,1954,s_actress,O
26403,sabrina,1954,s_actress,O
26404,a star is born,1954,s_actress,O
26405,robinson crusoe,1954,s_actress,O
26406,carmen jones,1954,s_actress,O
26407,magnificent obsession,1954,s_actress,O
26408,the barefoot contessa,1954,s_actress,O
26409,executive suite,1954,s_actress,N
26410,broken lance,1954,s_actress,N
26411,genevieve,1954,s_actress,O
26412,the silver chalice,1954,s_actress,O
26413,the glenn miller story,1954,s_actress,O
26414,there's no business like show business,1954,s_actress,O
26415,white christmas,1954,s_actress,O
26416,susan slept here,1954,s_actress,O
26417,brigadoon,1954,s_actress,O
26418,le plaisir,1954,s_actress,O
26419,"20,000 leagues under the sea",1954,s_actress,O
26420,désirée,1954,s_actress,O
26421,red garters,1954,s_actress,O
26422,rogue cop,1954,s_actress,O
26423,the egyptian,1954,s_actress,O
26424,the earrings of madame de…,1954,s_actress,O
26425,indiscretion of an american wife,1954,s_actress,O
26426,it should happen to you,1954,s_actress,O
26427,gate of hell,1954,s_actress,O
26428,hell and high water,1954,s_actress,O
26429,them!,1954,s_actress,O
26430,marty,1955,s_actress,N
26431,love is a many-splendored thing,1955,s_actress,O
26432,mister roberts,1955,s_actress,O
26433,picnic,1955,s_actress,O
26434,the rose tattoo,1955,s_actress,N
26435,bad day at black rock,1955,s_actress,O
26436,east of eden,1955,s_actress,W
26437,summertime,1955,s_actress,O
26438,love me or leave me,1955,s_actress,O
26439,the man with the golden arm,1955,s_actress,O
26440,i'll cry tomorrow,1955,s_actress,O
26441,interrupted melody,1955,s_actress,O
26442,trial,1955,s_actress,O
26443,rebel without a cause,1955,s_actress,N
26444,pete kelly's blues,1955,s_actress,N
26445,blackboard jungle,1955,s_actress,O
26446,battle cry,1955,s_actress,O
26447,oklahoma!,1955,s_actress,O
26448,daddy long legs,1955,s_actress,O
26449,guys and dolls,1955,s_actress,O
26450,it's always fair weather,1955,s_actress,O
26451,the tender trap,1955,s_actress,O
26452,unchained,1955,s_actress,O
26453,not as a stranger,1955,s_actress,O
26454,to catch a thief,1955,s_actress,O
26455,queen bee,1955,s_actress,O
26456,a man called peter,1955,s_actress,O
26457,the pickwick papers,1955,s_actress,O
26458,ugetsu,1955,s_actress,O
26459,the virgin queen,1955,s_actress,O
26460,the bridges at toko-ri,1955,s_actress,O
26461,the dam busters,1955,s_actress,O
26462,the rains of ranchipur,1955,s_actress,O
26463,around the world in 80 days,1956,s_actress,O
26464,friendly persuasion,1956,s_actress,O
26465,giant,1956,s_actress,N
26466,the king and i,1956,s_actress,O
26467,the ten commandments,1956,s_actress,O
26468,war and peace,1956,s_actress,O
26469,lust for life,1956,s_actress,O
26470,richard iii,1956,s_actress,O
26471,anastasia,1956,s_actress,O
26472,baby doll,1956,s_actress,N
26473,the rainmaker,1956,s_actress,O
26474,the bad seed,1956,s_actress,N
26475,bus stop,1956,s_actress,O
26476,the bold and the brave,1956,s_actress,O
26477,written on the wind,1956,s_actress,W
26478,the red balloon,1956,s_actress,O
26479,julie,1956,s_actress,O
26480,la strada,1956,s_actress,O
26481,the ladykillers,1956,s_actress,O
26482,between heaven and hell,1956,s_actress,O
26483,the best things in life are free,1956,s_actress,O
26484,the eddy duchin story,1956,s_actress,O
26485,high society,1956,s_actress,O
26486,meet me in las vegas,1956,s_actress,O
26487,the man who knew too much,1956,s_actress,O
26488,the brave one,1956,s_actress,O
26489,somebody up there likes me,1956,s_actress,O
26490,the proud and profane,1956,s_actress,O
26491,seven samurai,1956,s_actress,O
26492,the solid gold cadillac,1956,s_actress,O
26493,teenage rebel,1956,s_actress,O
26494,the harder they fall,1956,s_actress,O
26495,stagecoach to fury,1956,s_actress,O
26496,the power and the prize,1956,s_actress,O
26497,forbidden planet,1956,s_actress,O
26498,the bridge on the river kwai,1957,s_actress,O
26499,12 angry men,1957,s_actress,O
26500,peyton place,1957,s_actress,N
26501,sayonara,1957,s_actress,W
26502,witness for the prosecution,1957,s_actress,N
26503,a hatful of rain,1957,s_actress,O
26504,wild is the wind,1957,s_actress,O
26505,the three faces of eve,1957,s_actress,O
26506,"heaven knows, mr. allison",1957,s_actress,O
26507,raintree county,1957,s_actress,O
26508,a farewell to arms,1957,s_actress,O
26509,the bachelor party,1957,s_actress,N
26510,an affair to remember,1957,s_actress,O
26511,boy on a dolphin,1957,s_actress,O
26512,perri,1957,s_actress,O
26513,the joker is wild,1957,s_actress,O
26514,april love,1957,s_actress,O
26515,tammy and the bachelor,1957,s_actress,O
26516,gunfight at the o.k. corral,1957,s_actress,O
26517,les girls,1957,s_actress,O
26518,pal joey,1957,s_actress,O
26519,funny face,1957,s_actress,O
26520,the enemy below,1957,s_actress,O
26521,the spirit of st. louis,1957,s_actress,O
26522,gigi,1958,s_actress,O
26523,auntie mame,1958,s_actress,N
26524,cat on a hot tin roof,1958,s_actress,O
26525,the defiant ones,1958,s_actress,N
26526,separate tables,1958,s_actress,W
26527,i want to live!,1958,s_actress,O
26528,the inn of the sixth happiness,1958,s_actress,O
26529,the old man and the sea,1958,s_actress,O
26530,some came running,1958,s_actress,N
26531,the big country,1958,s_actress,O
26532,the brothers karamazov,1958,s_actress,O
26533,teacher's pet,1958,s_actress,O
26534,lonelyhearts,1958,s_actress,N
26535,the horse's mouth,1958,s_actress,O
26536,white wilderness,1958,s_actress,O
26537,the young lions,1958,s_actress,O
26538,the bolshoi ballet,1958,s_actress,O
26539,damn yankees!,1958,s_actress,O
26540,mardi gras,1958,s_actress,O
26541,south pacific,1958,s_actress,O
26542,houseboat,1958,s_actress,O
26543,a certain smile,1958,s_actress,O
26544,marjorie morningstar,1958,s_actress,O
26545,a time to love and a time to die,1958,s_actress,O
26546,vertigo,1958,s_actress,O
26547,"bell, book and candle",1958,s_actress,O
26548,the buccaneer,1958,s_actress,O
26549,desire under the elms,1958,s_actress,O
26550,cowboy,1958,s_actress,O
26551,tom thumb,1958,s_actress,O
26552,torpedo run,1958,s_actress,O
26553,ben-hur,1959,s_actress,O
26554,anatomy of a murder,1959,s_actress,O
26555,the diary of anne frank,1959,s_actress,W
26556,the nun's story,1959,s_actress,O
26557,room at the top,1959,s_actress,N
26558,some like it hot,1959,s_actress,O
26559,the last angry man,1959,s_actress,O
26560,pillow talk,1959,s_actress,N
26561,"suddenly, last summer",1959,s_actress,O
26562,the young philadelphians,1959,s_actress,O
26563,imitation of life,1959,s_actress,N
26564,on the beach,1959,s_actress,O
26565,porgy and bess,1959,s_actress,O
26566,the five pennies,1959,s_actress,O
26567,li'l abner,1959,s_actress,O
26568,say one for me,1959,s_actress,O
26569,sleeping beauty,1959,s_actress,O
26570,a hole in the head,1959,s_actress,O
26571,the best of everything,1959,s_actress,O
26572,the hanging tree,1959,s_actress,O
26573,the young land,1959,s_actress,O
26574,journey to the center of the earth,1959,s_actress,O
26575,libel,1959,s_actress,O
26576,career,1959,s_actress,O
26577,the big fisherman,1959,s_actress,O
26578,north by northwest,1959,s_actress,O
26579,the gazebo,1959,s_actress,O
26580,the apartment,1960,s_actress,O
26581,the alamo,1960,s_actress,O
26582,elmer gantry,1960,s_actress,W
26583,sons and lovers,1960,s_actress,N
26584,the sundowners,1960,s_actress,N
26585,never on sunday,1960,s_actress,O
26586,psycho,1960,s_actress,N
26587,the entertainer,1960,s_actress,O
26588,inherit the wind,1960,s_actress,O
26589,butterfield 8,1960,s_actress,O
26590,sunrise at campobello,1960,s_actress,O
26591,spartacus,1960,s_actress,O
26592,"murder, inc.",1960,s_actress,O
26593,exodus,1960,s_actress,O
26594,the dark at the top of the stairs,1960,s_actress,N
26595,tunes of glory,1960,s_actress,O
26596,the magnificent seven,1960,s_actress,O
26597,song without end,1960,s_actress,O
26598,bells are ringing,1960,s_actress,O
26599,can-can,1960,s_actress,O
26600,let's make love,1960,s_actress,O
26601,pepe,1960,s_actress,O
26602,high time,1960,s_actress,O
26603,the facts of life,1960,s_actress,O
26604,cimarron,1960,s_actress,O
26605,visit to a small planet,1960,s_actress,O
26606,it started in naples,1960,s_actress,O
26607,the rise and fall of legs diamond,1960,s_actress,O
26608,seven thieves,1960,s_actress,O
26609,the virgin spring,1960,s_actress,O
26610,midnight lace,1960,s_actress,O
26611,the time machine,1960,s_actress,O
26612,the last voyage,1960,s_actress,O
26613,west side story,1961,s_actress,W
26614,fanny,1961,s_actress,O
26615,the guns of navarone,1961,s_actress,O
26616,the hustler,1961,s_actress,O
26617,judgment at nuremberg,1961,s_actress,N
26618,la dolce vita,1961,s_actress,O
26619,the mark,1961,s_actress,O
26620,two women,1961,s_actress,O
26621,breakfast at tiffany's,1961,s_actress,O
26622,summer and smoke,1961,s_actress,N
26623,splendor in the grass,1961,s_actress,O
26624,pocketful of miracles,1961,s_actress,O
26625,the children's hour,1961,s_actress,N
26626,the roman spring of mrs. stone,1961,s_actress,N
26627,el cid,1961,s_actress,O
26628,babes in toyland,1961,s_actress,O
26629,flower drum song,1961,s_actress,O
26630,khovanshchina,1961,s_actress,O
26631,paris blues,1961,s_actress,O
26632,bachelor in paradise,1961,s_actress,O
26633,town without pity,1961,s_actress,O
26634,the parent trap,1961,s_actress,O
26635,the absent-minded professor,1961,s_actress,O
26636,"one, two, three",1961,s_actress,O
26637,a majority of one,1961,s_actress,O
26638,one-eyed jacks,1961,s_actress,O
26639,claudelle inglish,1961,s_actress,O
26640,yojimbo,1961,s_actress,O
26641,back street,1961,s_actress,O
26642,lawrence of arabia,1962,s_actress,O
26643,the longest day,1962,s_actress,O
26644,the music man[3],1962,s_actress,O
26645,mutiny on the bounty,1962,s_actress,O
26646,to kill a mockingbird,1962,s_actress,N
26647,david and lisa,1962,s_actress,O
26648,divorce italian style,1962,s_actress,O
26649,the miracle worker,1962,s_actress,W
26650,birdman of alcatraz,1962,s_actress,N
26651,days of wine and roses,1962,s_actress,O
26652,what ever happened to baby jane?,1962,s_actress,O
26653,long day's journey into night,1962,s_actress,O
26654,sweet bird of youth,1962,s_actress,N
26655,billy budd,1962,s_actress,O
26656,the manchurian candidate,1962,s_actress,N
26657,lolita,1962,s_actress,O
26658,freud,1962,s_actress,O
26659,taras bulba,1962,s_actress,O
26660,meredith willson's the music man,1962,s_actress,O
26661,billy rose's jumbo,1962,s_actress,O
26662,gigot,1962,s_actress,O
26663,gypsy,1962,s_actress,O
26664,the wonderful world of the brothers grimm,1962,s_actress,O
26665,two for the seesaw,1962,s_actress,O
26666,tender is the night,1962,s_actress,O
26667,walk on the wild side,1962,s_actress,O
26668,bon voyage!,1962,s_actress,O
26669,that touch of mink,1962,s_actress,O
26670,period of adjustment,1962,s_actress,O
26671,the pigeon that took rome,1962,s_actress,O
26672,hatari!,1962,s_actress,O
26673,the man who shot liberty valance,1962,s_actress,O
26674,phaedra,1962,s_actress,O
26675,my geisha,1962,s_actress,O
26676,tom jones,1963,s_actress,N
26677,america america,1963,s_actress,O
26678,cleopatra,1963,s_actress,O
26679,how the west was won,1963,s_actress,O
26680,lilies of the field,1963,s_actress,N
26681,8½,1963,s_actress,O
26682,the cardinal,1963,s_actress,O
26683,hud,1963,s_actress,O
26684,this sporting life,1963,s_actress,O
26685,the l-shaped room,1963,s_actress,O
26686,irma la douce,1963,s_actress,O
26687,love with the proper stranger,1963,s_actress,O
26688,twilight of honor,1963,s_actress,O
26689,"captain newman, m.d.",1963,s_actress,O
26690,the v.i.p.s,1963,s_actress,W
26691,sundays and cybele,1963,s_actress,O
26692,papa's delicate condition,1963,s_actress,O
26693,charade,1963,s_actress,O
26694,"it's a mad, mad, mad, mad world",1963,s_actress,O
26695,mondo cane,1963,s_actress,O
26696,55 days at peking,1963,s_actress,O
26697,bye bye birdie,1963,s_actress,O
26698,a new kind of love,1963,s_actress,O
26699,the sword in the stone,1963,s_actress,O
26700,a gathering of eagles,1963,s_actress,O
26701,come blow your horn,1963,s_actress,O
26702,the balcony,1963,s_actress,O
26703,the caretakers,1963,s_actress,O
26704,the stripper,1963,s_actress,O
26705,toys in the attic,1963,s_actress,O
26706,wives and lovers,1963,s_actress,O
26707,the leopard,1963,s_actress,O
26708,the great escape,1963,s_actress,O
26709,the birds,1963,s_actress,O
26710,my fair lady,1964,s_actress,N
26711,becket,1964,s_actress,O
26712,dr. strangelove,1964,s_actress,O
26713,mary poppins,1964,s_actress,O
26714,zorba the greek,1964,s_actress,W
26715,the pumpkin eater,1964,s_actress,O
26716,marriage italian style,1964,s_actress,O
26717,the unsinkable molly brown,1964,s_actress,O
26718,séance on a wet afternoon,1964,s_actress,O
26719,topkapi,1964,s_actress,O
26720,seven days in may,1964,s_actress,O
26721,the best man,1964,s_actress,O
26722,the chalk garden,1964,s_actress,N
26723,the night of the iguana,1964,s_actress,N
26724,"hush...hush, sweet charlotte",1964,s_actress,N
26725,dear heart,1964,s_actress,O
26726,robin and the 7 hoods,1964,s_actress,O
26727,where love has gone,1964,s_actress,O
