,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
1046,O,O,O,O,N,O,O,O,O,O,O,O,O,O,blowup,1966
1047,O,N,O,O,N,O,O,O,O,O,O,O,O,O,a man and a woman,1966
1048,O,O,N,O,N,O,O,O,O,O,O,N,O,O,the professionals,1966
1049,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the shop on main street,1966
1050,O,N,N,O,O,O,O,O,O,N,O,O,N,O,georgy girl,1966
1051,O,N,O,N,O,O,O,O,O,O,O,O,O,O,morgan!,1966
1052,O,O,N,O,O,O,O,O,O,W,O,O,O,O,the fortune cookie,1966
1053,O,O,N,N,O,O,N,N,O,O,N,O,N,N,hawaii,1966
1054,O,O,O,O,O,O,O,O,O,O,N,O,O,O,you're a big boy now,1966
1055,O,O,O,O,O,O,O,W,O,O,O,O,W,O,born free,1966
1056,O,O,O,O,O,O,O,O,O,O,O,O,N,O,an american dream,1966
1057,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the bible: in the beginning...,1966
1058,O,O,O,O,O,O,O,W,O,O,O,O,O,O,a funny thing happened on the way to the forum,1966
1059,O,O,O,N,O,O,O,N,O,O,O,O,O,O,the gospel according to st. matthew,1966
1060,O,O,O,O,O,O,O,N,O,O,O,O,O,O,return of the seven,1966
1061,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the singing nun,1966
1062,O,O,O,O,O,O,O,N,O,O,O,O,O,O,stop the world  i want to get off,1966
1063,O,O,O,O,O,W,W,O,O,O,O,O,O,W,grand prix,1966
1064,O,O,N,O,O,N,W,O,O,O,O,O,O,O,fantastic voyage,1966
1065,O,O,O,N,O,O,O,O,O,O,O,O,O,N,gambit,1966
1066,O,O,N,O,O,O,O,O,O,O,O,O,O,O,is paris burning?,1966
1067,O,O,O,N,O,O,O,O,O,O,O,O,O,O,mister buddwing,1966
1068,O,O,O,N,O,O,O,O,O,O,O,O,O,O,juliet of the spirits,1966
1069,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the oscar,1966
1070,O,O,N,O,O,O,O,O,O,O,O,O,O,O,seconds,1966
1071,O,O,O,N,O,O,O,O,O,O,O,O,O,O,mandragola,1966
1072,W,O,O,O,N,W,N,O,W,O,O,W,O,W,in the heat of the night,1967
1073,N,N,W,N,N,O,O,O,N,N,W,O,O,O,bonnie and clyde,1967
1074,O,O,N,O,O,N,W,N,N,O,O,O,W,N,doctor dolittle,1967
1075,N,N,N,O,W,O,O,O,N,O,N,N,O,O,the graduate,1967
1076,N,W,O,O,N,N,O,N,N,N,N,O,O,O,guess who's coming to dinner,1967
1077,O,O,N,O,N,O,O,N,O,O,O,N,O,O,in cold blood,1967
1078,N,O,O,O,O,O,O,N,O,W,O,N,O,O,cool hand luke,1967
1079,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the whisperers,1967
1080,O,N,O,O,O,O,O,O,O,O,O,O,O,O,wait until dark,1967
1081,O,O,O,O,O,N,W,O,O,N,O,O,O,N,the dirty dozen,1967
1082,O,O,O,N,O,O,O,N,O,O,N,O,N,N,thoroughly modern millie,1967
1083,O,O,O,O,O,O,O,O,O,O,N,O,O,O,barefoot in the park,1967
1084,O,O,O,O,O,O,O,O,O,O,O,N,O,O,ulysses,1967
1085,O,O,O,O,O,O,O,N,O,O,O,O,O,O,far from the madding crowd,1967
1086,O,O,N,W,O,O,O,W,O,O,O,O,O,N,camelot,1967
1087,O,O,O,O,O,O,O,N,O,O,O,O,O,O,valley of the dolls,1967
1088,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the jungle book,1967
1089,O,O,O,O,O,O,O,O,O,O,O,O,N,O,banning,1967
1090,O,O,O,O,O,O,O,O,O,O,O,O,N,O,casino royale,1967
1091,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the happiest millionaire,1967
1092,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the taming of the shrew,1967
1093,O,O,O,O,O,N,O,O,O,O,O,O,O,O,beach red,1967
1094,O,O,O,O,O,O,N,O,O,O,O,O,O,O,tobruk,1967
1095,N,O,N,N,W,N,O,W,W,N,O,N,O,W,oliver!,1968
1096,O,W,N,O,O,N,O,N,N,O,N,O,N,N,funny girl,1968
1097,N,W,O,N,N,O,O,W,N,O,O,W,O,O,the lion in winter,1968
1098,O,N,O,O,O,O,O,O,N,O,N,N,O,O,"rachel, rachel",1968
1099,O,O,W,W,N,O,O,O,N,O,O,O,O,O,romeo and juliet,1968
1100,O,O,O,O,N,O,W,O,O,O,O,O,O,O,2001: a space odyssey,1968
1101,O,O,O,O,N,O,O,O,O,O,O,O,O,O,the battle of algiers,1968
1102,W,O,O,O,O,O,O,O,O,O,O,O,O,O,charly,1968
1103,N,O,O,O,O,O,O,O,O,O,N,O,O,O,the heart is a lonely hunter,1968
1104,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the fixer,1968
1105,O,N,O,O,O,O,O,O,O,W,O,O,O,O,the subject was roses,1968
1106,O,N,O,O,O,O,O,O,O,O,O,O,O,O,isadora,1968
1107,O,O,O,O,O,O,O,O,O,N,N,O,O,O,faces,1968
1108,O,O,N,N,O,O,O,N,O,N,O,O,N,N,star!,1968
1109,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the producers,1968
1110,O,O,O,O,O,O,O,O,O,O,W,N,O,O,rosemary's baby,1968
1111,O,O,O,O,O,N,O,O,O,O,O,N,O,O,the odd couple,1968
1112,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the fox,1968
1113,O,O,O,N,O,O,O,N,O,O,O,O,O,O,planet of the apes,1968
1114,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the shoes of the fisherman,1968
1115,O,O,O,O,O,O,O,N,O,O,O,O,W,O,the thomas crown affair,1968
1116,O,O,O,O,O,O,O,N,O,O,O,O,O,N,finian's rainbow,1968
1117,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the young girls of rochefort,1968
1118,O,O,O,O,O,O,O,O,O,O,O,O,N,O,chitty chitty bang bang,1968
1119,O,O,O,O,O,O,O,O,O,O,O,O,N,O,for love of ivy,1968
1120,O,O,O,O,O,W,O,O,O,O,O,O,O,N,bullitt,1968
1121,O,O,O,O,O,O,O,O,O,O,O,O,O,O,war and peace,1968
1122,O,O,N,O,O,O,N,O,O,O,O,O,O,O,ice station zebra,1968
1123,O,O,O,O,O,N,O,O,O,O,O,O,O,O,wild in the streets,1968
1124,N,O,O,O,W,N,O,O,W,O,N,W,O,O,midnight cowboy,1969
1125,N,N,N,W,O,O,O,N,N,N,O,N,O,N,anne of the thousand days,1969
1126,O,O,W,O,N,O,O,W,N,O,O,O,W,N,butch cassidy and the sundance kid,1969
1127,O,O,N,N,O,N,O,W,N,O,O,O,O,W,"hello, dolly!",1969
1128,O,O,O,O,N,W,O,O,N,O,O,N,O,O,z,1969
1129,O,O,O,O,N,O,O,O,O,O,O,O,O,O,alice's restaurant,1969
1130,O,N,O,N,N,N,O,N,O,W,N,N,O,O,"they shoot horses, don't they?",1969
1131,W,O,O,O,O,O,O,O,O,O,O,O,N,O,true grit,1969
1132,N,O,O,O,O,O,O,N,O,O,O,O,O,O,"goodbye, mr. chips",1969
1133,O,W,O,O,O,O,O,O,O,O,O,O,N,O,the prime of miss jean brodie,1969
1134,O,N,O,O,O,O,O,O,O,O,O,O,N,O,the sterile cuckoo,1969
1135,O,N,O,O,O,O,O,O,O,O,O,O,N,O,the happy ending,1969
1136,O,O,O,O,O,O,O,N,O,N,O,O,O,O,the reivers,1969
1137,O,O,N,O,O,O,O,O,O,N,N,O,O,O,bob & carol & ted & alice,1969
1138,O,O,O,O,O,O,O,O,O,N,O,O,O,O,easy rider,1969
1139,O,O,O,O,O,O,O,O,O,O,W,O,O,O,cactus flower,1969
1140,O,O,O,O,O,O,O,O,O,O,N,O,O,O,last summer,1969
1141,O,O,O,O,O,O,O,O,O,O,O,N,O,O,"goodbye, columbus",1969
1142,O,O,O,O,O,N,O,N,O,O,O,O,O,O,the secret of santa vittoria,1969
1143,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the wild bunch,1969
1144,O,O,O,O,O,O,O,N,O,O,O,O,O,O,paint your wagon,1969
1145,O,O,O,N,O,O,O,N,O,O,O,O,O,O,sweet charity,1969
1146,O,O,O,N,O,O,O,O,O,O,O,O,O,N,"gaily, gaily",1969
1147,O,O,N,O,O,O,W,O,O,O,O,O,O,N,marooned,1969
1148,O,O,O,O,O,O,N,O,O,O,O,O,O,O,"krakatoa, east of java",1969
1149,W,O,N,O,W,W,N,N,W,O,O,O,O,W,patton,1970
1150,O,O,N,N,O,N,O,N,N,O,WN,N,O,N,airport,1970
1151,N,O,O,O,O,O,O,O,N,O,N,O,O,O,five easy pieces,1970
1152,N,N,O,O,N,O,O,W,N,N,O,O,O,O,love story,1970
1153,O,O,O,O,N,N,O,O,N,O,N,W,O,O,m*a*s*h,1970
1154,O,O,O,O,N,O,O,O,O,O,O,O,O,O,fellini satyricon,1970
1155,O,W,N,O,N,O,O,O,O,O,O,N,O,O,women in love,1970
1156,N,O,O,O,O,O,O,O,O,N,O,N,O,O,i never sang for my father,1970
1157,N,N,O,O,O,O,O,O,O,O,O,O,O,O,the great white hope,1970
1158,O,N,W,O,O,O,O,O,O,W,O,O,O,N,ryan's daughter,1970
1159,O,N,O,O,O,O,O,O,O,O,O,O,O,O,diary of a mad housewife,1970
1160,O,O,O,O,O,O,O,O,O,N,O,N,W,O,lovers and other strangers,1970
1161,O,O,O,O,O,O,O,O,O,N,O,O,O,O,little big man,1970
1162,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the landlord,1970
1163,O,O,O,W,O,O,O,N,O,O,O,O,O,O,cromwell,1970
1164,O,O,O,O,O,O,O,N,O,O,O,O,O,O,i girasoli,1970
1165,O,O,O,O,O,O,O,W,O,O,O,O,O,O,let it be,1970
1166,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the baby maker,1970
1167,O,O,O,O,O,O,O,N,O,O,O,O,O,O,a boy named charlie brown,1970
1168,O,O,O,N,O,O,O,N,O,O,O,O,N,O,darling lili,1970
1169,O,O,O,N,O,O,O,N,O,O,O,O,N,O,scrooge,1970
1170,O,O,O,O,O,O,O,O,O,O,O,O,N,O,madron,1970
1171,O,O,O,O,O,O,O,O,O,O,O,O,N,O,pieces of dreams,1970
1172,O,O,N,O,O,N,W,O,O,O,O,O,O,N,tora! tora! tora!,1970
1173,O,O,O,O,O,N,O,O,O,O,O,O,O,N,woodstock,1970
1174,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the hawaiians,1970
1175,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the molly maguires,1970
1176,W,O,N,O,W,W,O,O,W,N,O,W,O,N,the french connection,1971
1177,O,O,O,O,N,N,O,O,N,O,O,N,O,O,a clockwork orange,1971
1178,N,O,W,O,N,O,O,W,N,N,O,O,O,W,fiddler on the roof,1971
1179,O,O,N,O,N,O,O,O,N,WN,WN,N,O,O,the last picture show,1971
1180,O,N,N,W,O,O,O,N,N,O,O,O,O,O,nicholas and alexandra,1971
1181,N,N,O,O,N,O,O,O,O,O,O,O,O,O,sunday bloody sunday,1971
1182,N,O,O,O,O,N,O,O,O,O,O,O,N,N,kotch,1971
1183,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the hospital,1971
1184,O,W,O,O,O,O,O,O,O,O,O,O,O,O,klute,1971
1185,O,N,O,O,O,O,O,O,O,O,O,O,O,O,mccabe & mrs. miller,1971
1186,O,N,O,N,O,O,O,N,O,O,O,O,O,N,"mary, queen of scots",1971
1187,O,O,O,O,O,O,O,O,O,N,O,O,N,O,sometimes a great notion,1971
1188,O,O,O,O,O,O,O,O,O,O,N,O,O,O,carnal knowledge,1971
1189,O,O,O,O,O,O,O,O,O,O,N,O,O,O,who is harry kellerman and why is he saying those terrible things about me?,1971
1190,O,O,O,O,O,O,O,O,O,O,N,O,O,O,the go-between,1971
1191,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the conformist,1971
1192,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the garden of the finzi-continis,1971
1193,O,O,O,N,O,O,W,N,O,O,O,O,N,O,bedknobs and broomsticks,1971
1194,O,O,O,N,O,O,O,O,O,O,O,O,O,O,death in venice,1971
1195,O,O,O,N,O,O,O,O,O,O,O,O,O,O,what's the matter with helen?,1971
1196,O,O,N,O,O,N,O,W,O,O,O,O,O,O,summer of '42,1971
1197,O,O,O,O,O,O,O,N,O,O,O,O,W,O,shaft,1971
1198,O,O,O,O,O,O,O,N,O,O,O,O,O,O,straw dogs,1971
1199,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the boy friend,1971
1200,O,O,O,O,O,O,O,N,O,O,O,O,O,O,tchaikovsky,1971
1201,O,O,O,O,O,O,O,N,O,O,O,O,O,O,willy wonka & the chocolate factory,1971
1202,O,O,O,O,O,O,O,O,O,O,O,O,N,O,bless the beasts and children,1971
1203,O,O,O,O,O,O,O,O,O,O,O,O,O,N,diamonds are forever,1971
1204,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the andromeda strain,1971
1205,O,O,O,O,O,O,N,O,O,O,O,O,O,O,when dinosaurs ruled the earth,1971
1206,W,O,O,N,N,N,O,O,W,N,O,W,O,N,the godfather,1972
1207,O,W,W,O,W,W,O,W,N,W,O,N,O,W,cabaret,1972
1208,O,O,O,O,N,N,O,O,N,O,O,O,O,O,deliverance,1972
1209,O,N,O,O,N,O,O,O,N,O,O,N,O,O,the emigrants,1972
1210,N,N,O,O,O,O,O,O,N,O,O,N,O,O,sounder,1972
1211,N,O,O,O,N,O,O,N,O,O,O,O,O,O,sleuth,1972
1212,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the ruling class,1972
1213,O,N,O,N,O,O,O,N,O,O,O,N,O,O,lady sings the blues,1972
1214,O,N,N,W,O,O,O,O,O,O,O,O,O,O,travels with my aunt,1972
1215,O,O,O,O,O,O,O,O,O,N,N,O,O,O,the heartbreak kid,1972
1216,O,O,N,O,O,O,O,O,O,O,W,O,O,N,butterflies are free,1972
1217,O,O,O,O,O,O,O,O,O,O,N,N,O,O,pete 'n' tillie,1972
1218,O,O,O,O,O,O,O,O,O,O,N,O,O,O,fat city,1972
1219,O,O,N,N,O,N,O,N,O,O,N,O,W,N,the poseidon adventure,1972
1220,O,O,O,O,O,O,O,O,O,O,O,W,O,N,the candidate,1972
1221,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the discreet charm of the bourgeoisie,1972
1222,O,O,O,O,O,O,O,O,O,O,O,N,O,O,murmur of the heart,1972
1223,O,O,O,N,O,O,O,O,O,O,O,N,O,O,young winston,1972
1224,O,O,O,O,O,O,O,O,O,O,O,O,N,O,ben,1972
1225,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the little ark,1972
1226,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the life and times of judge roy bean,1972
1227,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the stepmother,1972
1228,O,O,O,O,O,O,O,W,O,O,O,O,O,O,limelight,1972
1229,O,O,O,O,O,O,O,N,O,O,O,O,O,O,images,1972
1230,O,O,O,O,O,O,O,N,O,O,O,O,O,O,napoleon and samantha,1972
1231,O,O,O,O,O,O,O,N,O,O,O,O,O,O,man of la mancha,1972
1232,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1776,1972
1233,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the hot rock,1972
1234,N,O,N,W,W,W,O,W,W,O,O,O,O,N,the sting,1973
1235,O,O,O,O,N,N,O,O,N,O,N,O,O,O,american graffiti,1973
1236,O,O,W,N,N,O,O,O,N,O,O,O,O,O,cries and whispers,1973
1237,O,N,N,O,N,N,O,O,N,N,N,W,O,W,the exorcist,1973
1238,O,W,O,O,O,O,O,N,N,O,O,O,N,O,a touch of class,1973
1239,N,O,O,O,N,O,O,O,O,O,O,O,O,O,last tango in paris,1973
1240,W,O,O,O,O,O,O,O,O,N,O,O,O,O,save the tiger,1973
1241,N,O,O,O,O,O,O,O,O,N,O,N,O,O,the last detail,1973
1242,N,O,O,O,O,O,O,O,O,O,O,N,O,O,serpico,1973
1243,O,N,O,O,O,O,O,N,O,O,O,O,N,O,cinderella liberty,1973
1244,O,N,N,N,O,O,O,W,O,O,O,O,W,O,the way we were,1973
1245,O,N,O,O,O,O,O,O,O,O,N,O,O,O,"summer wishes, winter dreams",1973
1246,O,O,O,O,O,O,O,O,O,W,O,N,O,N,the paper chase,1973
1247,O,O,O,O,O,O,O,O,O,N,O,O,O,O,bang the drum slowly,1973
1248,O,O,O,O,O,O,O,O,O,O,WN,N,O,N,paper moon,1973
1249,O,O,O,O,O,O,O,N,O,O,O,O,O,N,the day of the dolphin,1973
1250,O,O,O,O,O,O,O,N,O,O,O,O,O,O,papillon,1973
1251,O,O,O,O,O,O,O,N,O,O,O,O,O,O,jesus christ superstar,1973
1252,O,O,O,N,O,O,O,N,O,O,O,O,O,O,tom sawyer,1973
1253,O,O,O,O,O,O,O,O,O,O,O,O,N,O,live and let die,1973
1254,O,O,O,O,O,O,O,O,O,O,O,O,N,O,robin hood,1973
1255,O,O,O,N,O,O,O,O,O,O,O,O,O,O,ludwig,1973
1256,O,O,O,O,O,O,O,O,O,O,O,O,O,O,"brother sun, sister moon",1973
1257,O,O,N,O,O,N,O,O,O,O,O,O,O,O,jonathan livingston seagull,1973
1258,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the day of the jackal,1973
1259,N,O,O,N,W,O,O,W,W,WN,N,W,O,O,the godfather part ii,1974
1260,N,N,N,N,N,N,O,N,N,O,O,W,O,N,chinatown,1974
1261,O,O,O,O,O,O,O,O,N,O,O,N,O,N,the conversation,1974
1262,N,N,N,O,N,O,O,O,N,O,O,N,O,O,lenny,1974
1263,O,O,W,O,O,W,O,N,N,N,O,O,W,N,the towering inferno,1974
1264,O,O,O,O,N,O,O,O,O,O,N,N,O,O,day for night,1974
1265,O,N,O,O,N,O,O,O,O,O,O,O,O,O,a woman under the influence,1974
1266,W,O,O,O,O,O,O,O,O,O,O,N,O,O,harry and tonto,1974
1267,N,O,N,N,O,O,O,N,O,O,W,N,O,O,murder on the orient express,1974
1268,O,W,O,O,O,O,O,O,O,O,N,N,O,O,alice doesn't live here anymore,1974
1269,O,N,O,O,O,O,O,O,O,O,O,O,O,O,claudine,1974
1270,O,O,O,O,O,O,O,O,O,N,O,O,O,O,thunderbolt and lightfoot,1974
1271,O,O,O,O,O,N,O,O,O,O,N,O,N,O,blazing saddles,1974
1272,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the apprenticeship of duddy kravitz,1974
1273,O,O,O,O,O,O,O,O,O,O,O,N,O,N,young frankenstein,1974
1274,O,O,O,O,O,O,O,N,O,O,O,O,O,O,shanks,1974
1275,O,O,O,W,O,O,O,W,O,O,O,O,O,O,the great gatsby,1974
1276,O,O,O,O,O,O,O,N,O,O,O,O,N,O,the little prince,1974
1277,O,O,O,O,O,O,O,N,O,O,O,O,O,O,phantom of the paradise,1974
1278,O,O,O,O,O,O,O,O,O,O,O,O,N,O,benji,1974
1279,O,O,O,O,O,O,O,O,O,O,O,O,N,O,gold,1974
1280,O,O,N,O,O,N,O,O,O,O,O,O,O,W,earthquake,1974
1281,O,O,O,N,O,O,O,O,O,O,O,O,O,O,daisy miller,1974
1282,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the island at the top of the world,1974
1283,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the longest yard,1974
1284,W,W,N,O,W,N,O,N,W,N,O,W,O,O,one flew over the cuckoo's nest,1975
1285,O,O,W,W,N,O,O,W,N,O,O,N,O,O,barry lyndon,1975
1286,N,O,O,O,N,N,O,O,N,N,O,W,O,O,dog day afternoon,1975
1287,O,O,O,O,O,W,O,W,N,O,O,O,O,W,jaws,1975
1288,O,O,O,O,N,O,O,O,N,O,N,O,W,O,nashville,1975
1289,O,O,O,O,N,O,O,O,O,O,O,N,O,O,amarcord,1975
1290,N,O,O,O,O,O,O,O,O,W,O,N,O,O,the sunshine boys,1975
1291,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the man in the glass booth,1975
1292,N,O,O,O,O,O,O,O,O,O,O,O,O,O,"give 'em hell, harry!",1975
1293,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the story of adele h.,1975
1294,O,N,O,O,O,O,O,N,O,O,O,O,O,O,tommy,1975
1295,O,N,O,O,O,O,O,O,O,O,O,O,O,O,hedda,1975
1296,O,N,O,O,O,O,O,O,O,O,O,O,O,O,hester street,1975
1297,O,O,N,O,O,O,O,O,O,N,O,O,O,O,the day of the locust,1975
1298,O,O,O,O,O,O,O,O,O,N,W,N,O,O,shampoo,1975
1299,O,O,O,O,O,O,O,O,O,O,N,O,O,O,"farewell, my lovely",1975
1300,O,O,O,O,O,O,O,O,O,O,N,O,O,O,jacqueline susann's once is not enough,1975
1301,O,O,O,O,O,O,O,O,O,O,O,N,O,O,and now my love,1975
1302,O,O,O,O,O,O,O,O,O,O,O,N,O,O,lies my father told me,1975
1303,O,O,O,N,O,N,O,O,O,O,O,N,O,O,the man who would be king,1975
1304,O,O,O,O,O,O,O,O,O,O,O,N,O,O,profumo di donna,1975
1305,O,O,O,O,O,O,O,N,O,O,O,O,O,O,"birds do it, bees do it",1975
1306,O,O,O,O,O,O,O,N,O,O,O,O,O,N,bite the bullet,1975
1307,O,O,O,O,O,O,O,N,O,O,O,O,O,N,the wind and the lion,1975
1308,O,O,N,N,O,O,O,N,O,O,O,O,N,N,funny lady,1975
1309,O,O,O,O,O,O,O,O,O,O,O,O,N,O,whiffs,1975
1310,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the other side of the mountain,1975
1311,O,O,O,O,O,O,O,O,O,O,O,O,N,O,mahogany,1975
1312,O,O,N,O,O,O,O,O,O,O,O,O,O,N,the hindenburg,1975
1313,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the four musketeers,1975
1314,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the magic flute,1975
1315,O,O,O,O,O,N,O,O,O,O,O,O,O,O,three days of the condor,1975
1316,N,N,O,O,W,W,O,O,W,N,O,O,N,N,rocky,1976
1317,O,O,O,O,N,N,O,O,N,W,N,W,O,W,all the president's men,1976
1318,O,O,W,N,O,N,O,W,N,O,O,N,O,O,bound for glory,1976
1319,WN,W,N,O,N,N,O,O,N,N,W,O,O,O,network,1976
1320,N,O,O,O,O,O,O,N,N,O,N,O,O,O,taxi driver,1976
1321,O,N,O,O,N,O,O,O,O,O,O,O,O,O,face to face,1976
1322,N,O,O,O,N,O,O,O,O,O,O,O,O,O,seven beauties,1976
1323,O,N,O,O,O,O,O,O,O,O,O,O,O,O,cousin cousine,1976
1324,O,N,O,O,O,O,O,O,O,O,N,O,O,O,carrie,1976
1325,O,O,O,O,O,O,O,O,O,N,O,O,O,O,marathon man,1976
1326,O,O,O,O,O,O,O,N,O,O,N,N,O,O,voyage of the damned,1976
1327,O,O,O,W,O,O,O,O,O,O,O,N,O,O,fellini's casanova,1976
1328,O,O,O,N,O,O,O,O,O,O,O,N,O,O,the seven-per-cent solution,1976
1329,O,O,O,O,O,O,O,W,O,O,O,O,N,O,the omen,1976
1330,O,O,O,O,O,O,O,N,O,O,O,O,O,O,obsession,1976
1331,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the outlaw josey wales,1976
1332,O,O,O,O,O,O,O,N,O,O,O,O,O,O,bugsy malone,1976
1333,O,O,N,O,O,O,O,N,O,O,O,O,W,N,a star is born,1976
1334,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the pink panther strikes again,1976
1335,O,O,O,O,O,O,O,O,O,O,O,O,N,O,half a house,1976
1336,O,O,N,O,O,O,O,O,O,O,O,O,O,N,king kong,1976
1337,O,O,O,O,O,O,O,O,O,O,O,O,O,N,silver streak,1976
1338,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the incredible sarah,1976
1339,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the passover plot,1976
1340,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the last tycoon,1976
1341,O,O,N,O,O,O,O,O,O,O,O,O,O,O,logan's run,1976
1342,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the shootist,1976
1343,O,O,O,O,O,N,O,O,O,O,O,O,O,O,two-minute warning,1976
1344,N,W,O,O,W,O,O,O,W,O,O,O,O,O,annie hall,1977
1345,W,N,O,O,O,O,O,O,N,O,N,O,O,O,the goodbye girl,1977
1346,O,N,N,N,N,N,O,N,N,WN,W,W,O,O,julia,1977
1347,O,O,O,W,N,W,W,W,N,N,O,O,O,W,star wars,1977
1348,O,N,N,O,N,N,O,O,N,N,N,O,O,N,the turning point,1977
1349,O,O,W,O,N,N,N,N,O,O,N,O,O,N,close encounters of the third kind,1977
1350,N,O,O,O,O,O,O,O,O,N,O,N,O,O,equus,1977
1351,N,O,O,O,O,O,O,O,O,O,O,O,O,O,a special day,1977
1352,N,O,O,O,O,O,O,O,O,O,O,O,O,O,saturday night fever,1977
1353,O,O,N,O,O,O,O,O,O,O,N,O,O,O,looking for mr. goodbar,1977
1354,O,O,O,O,O,O,O,O,O,O,O,N,O,O,i never promised you a rose garden,1977
1355,O,O,O,O,O,O,O,O,O,O,O,N,O,O,"oh, god!",1977
1356,O,O,O,O,O,O,O,O,O,O,O,N,O,O,that obscure object of desire,1977
1357,O,O,O,O,O,O,O,N,O,O,O,O,O,O,"mohammad, messenger of god",1977
1358,O,O,O,O,O,O,O,N,O,O,O,O,N,O,the spy who loved me,1977
1359,O,O,O,N,O,O,O,W,O,O,O,O,O,O,a little night music,1977
1360,O,O,O,O,O,O,O,N,O,O,O,O,N,O,pete's dragon,1977
1361,O,O,O,O,O,O,O,N,O,O,O,O,N,O,the slipper and the rose,1977
1362,O,O,O,O,O,O,O,O,O,O,O,O,W,O,you light up my life,1977
1363,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the rescuers,1977
1364,O,O,O,O,O,O,O,O,O,O,O,O,O,N,the deep,1977
1365,O,O,O,O,O,O,O,O,O,O,O,O,O,N,sorcerer,1977
1366,O,O,O,N,O,O,O,O,O,O,O,O,O,O,airport '77,1977
1367,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the other side of midnight,1977
1368,O,O,N,O,O,O,O,O,O,O,O,O,O,O,islands in the stream,1977
1369,O,O,O,O,O,N,O,O,O,O,O,O,O,O,smokey and the bandit,1977
1370,N,O,N,O,W,W,O,O,W,W,N,N,O,W,the deer hunter,1978
1371,W,W,O,O,N,N,O,O,N,N,N,W,O,O,coming home,1978
1372,N,O,N,O,N,O,O,N,N,N,N,N,O,O,heaven can wait,1978
1373,O,O,O,O,N,N,O,W,N,N,O,W,O,O,midnight express,1978
1374,O,N,O,O,O,O,O,O,N,O,O,N,O,O,an unmarried woman,1978
1375,O,N,O,O,N,O,O,O,O,O,N,N,O,O,interiors,1978
1376,N,O,O,O,O,O,O,W,O,O,O,O,O,N,the buddy holly story,1978
1377,N,O,O,O,O,N,O,N,O,O,O,O,O,O,the boys from brazil,1978
1378,O,N,O,O,O,O,O,O,O,O,O,N,O,O,autumn sonata,1978
1379,O,N,N,O,O,O,O,O,O,O,O,N,N,O,"same time, next year",1978
1380,O,O,O,O,O,O,O,O,O,N,O,O,O,O,comes a horseman,1978
1381,O,O,O,O,O,O,O,O,O,O,W,N,O,O,california suite,1978
1382,O,O,O,O,O,O,O,O,O,O,O,N,O,O,bloodbrothers,1978
1383,O,O,W,N,O,O,O,N,O,O,O,O,O,N,days of heaven,1978
1384,O,O,O,O,O,N,O,N,O,O,O,O,O,N,superman,1978
1385,O,O,O,O,O,O,O,N,O,O,O,O,O,O,pretty baby,1978
