,title,year,imdbID,precount_wins,precount_noms,win,nom,none
4415,"farewell, my lovely",1975,tt0072973,0,5,0,1,6
4416,crazy mama,1975,tt0072829,1,1,0,0,0
4417,"paris, texas",1984,tt0087884,0,1,0,0,0
4418,desert hearts,1985,tt0089015,0,0,0,0,0
4419,the brave little toaster,1987,tt0092695,0,0,0,0,0
4420,brain dead,1990,tt0099173,0,0,0,0,0
4421,ticks,1993,tt0108339,0,0,0,0,0
4422,kiss of death,1995,tt0113552,0,6,0,0,0
4423,buffalo '66,1998,tt0118789,0,0,0,0,0
4424,the lords of salem,2012,tt1731697,0,1,0,0,0
4425,the diary of a teenage girl,2015,tt3172532,0,1,0,0,0
4426,charro!,1969,tt0064155,0,0,0,0,0
4427,session 9,2001,tt0261983,0,0,0,0,0
4428,the hanging tree,1959,tt0052876,3,3,0,0,7
4429,"silent night, deadly night",1984,tt0088117,0,0,0,0,0
4430,compulsion,1959,tt0052700,0,4,0,0,0
4431,the last voyage,1960,tt0054016,3,2,0,0,7
4432,sons and lovers,1960,tt0054326,1,0,0,5,2
4433,light in the piazza,1962,tt0056183,3,3,0,0,0
4434,ride the high country,1962,tt0056412,0,0,0,0,0
4435,the pawnbroker,1964,tt0059575,0,3,0,0,0
4436,633 squadron,1964,tt0057811,1,0,0,0,0
4437,the ghost in the invisible bikini,1966,tt0060457,0,0,0,0,0
4438,thx 1138,1971,tt0066434,0,0,0,0,0
4439,capone,1975,tt0072761,0,0,0,0,0
4440,cannonball!,1976,tt0074279,0,0,0,0,0
4441,stunts,1977,tt0076776,0,0,0,0,0
4442,hell night,1981,tt0082511,0,1,0,0,0
4443,the garbage pail kids movie,1987,tt0093072,0,0,0,0,0
4444,bad lieutenant,1992,tt0103759,0,1,0,0,0
4445,love affair,1994,tt0110391,8,22,0,0,0
4446,all the boys love mandy lane,2006,tt0490076,0,0,0,0,0
4447,the day the earth stood still,2008,tt0970416,2,2,0,0,0
4448,short term 12,2013,tt2370248,0,0,0,0,0
4449,strait-jacket,1964,tt0058620,1,2,0,0,0
4450,lady in a cage,1964,tt0058283,2,3,0,0,0
4451,coffy,1973,tt0069897,0,0,0,0,0
4452,the mouse that roared,1959,tt0053084,0,1,0,0,0
4453,the three stooges meet hercules,1962,tt0056579,0,0,0,0,0
4454,pit and the pendulum,1961,tt0055304,0,0,0,0,0
4455,the pit and the pendulum,1991,tt0100369,0,0,0,0,0
4456,jungle holocaust,1977,tt0078437,0,0,0,0,0
4457,cannibal holocaust,1980,tt0078935,0,0,0,0,0
4458,ghost story,1981,tt0082449,3,3,0,0,0
4459,a ghost story,2017,tt6265828,1,3,0,0,0
4460,bitter moon,1992,tt0104779,0,3,0,0,0
4461,another earth,2011,tt1549572,0,0,0,0,0
4462,death ship,1980,tt0080603,1,0,0,0,0
4463,prospero's books,1991,tt0102722,1,1,0,0,0
4464,the horror show,1989,tt0097527,0,0,0,0,0
4465,lady in white,1988,tt0095484,0,0,0,0,0
4466,the apprenticeship of duddy kravitz,1974,tt0071155,0,1,0,1,6
4467,liquid sky,1982,tt0085852,0,0,0,0,0
4468,the last angry man,1959,tt0052990,0,1,0,1,6
4469,the celebration,1998,tt0154420,0,0,0,0,0
4470,daughters of the dust,1991,tt0104057,0,0,0,0,0
4471,kon-tiki,2012,tt1613750,0,0,0,0,0
4472,the messenger,2009,tt0790712,0,1,0,2,5
4473,the abominable dr. phibes,1971,tt0066740,0,0,0,0,0
4474,house of usher,1960,tt0053925,0,0,0,0,0
4475,down by law,1986,tt0090967,0,0,0,0,0
4476,a prayer for the dying,1987,tt0093771,0,2,0,0,0
4477,the field,1990,tt0099566,1,3,0,1,6
4478,little nemo: adventures in slumberland,1989,tt0104740,0,4,0,0,0
4479,personal shopper,2016,tt4714782,0,0,0,0,0
4480,cry of the banshee,1970,tt0065597,0,0,0,0,0
4481,slumber party massacre ii,1987,tt0093996,0,0,0,0,0
4482,final exam,1981,tt0082378,0,0,0,0,0
4483,funny games,2007,tt0808279,0,2,0,0,0
4484,three the hard way,1974,tt0072284,0,0,0,0,0
4485,the last wave,1977,tt0076299,0,0,0,0,0
4486,losin' it,1983,tt0085868,0,0,0,0,0
4487,premature burial,1962,tt0056368,1,0,0,0,0
4488,slumber party massacre iii,1990,tt0100639,0,0,0,0,0
4489,the balcony,1963,tt0056847,1,5,0,0,7
4490,eating raoul,1982,tt0083869,0,0,0,0,0
4491,of unknown origin,1983,tt0086036,0,0,0,0,0
4492,travels with my aunt,1972,tt0069404,2,5,0,1,6
4493,that cold day in the park,1969,tt0065086,1,0,0,0,0
4494,joyeux noel,2005,tt0424205,0,0,0,0,0
4495,attack the block,2011,tt1478964,0,0,0,0,0
4496,europa,1991,tt0101829,0,0,0,0,0
4497,all good things,2010,tt1175709,0,2,0,0,0
4498,valmont,1989,tt0098575,0,2,0,0,7
4499,the cell,2000,tt0209958,0,1,0,0,0
4500,tekken,2010,tt0411951,0,0,0,0,0
4501,the thief and the cobbler,1993,tt0112389,0,0,0,0,0
4502,one from the heart,1981,tt0084445,4,6,0,0,0
4503,middle men,2009,tt1251757,0,1,0,0,0
4504,tideland,2005,tt0410764,0,3,0,0,0
4505,lookin' to get out,1982,tt0084268,1,5,0,0,0
4506,the thing called love,1993,tt0108327,0,3,0,0,0
4507,the hot spot,1990,tt0099797,0,1,0,0,0
4508,the wild geese,1978,tt0078492,0,9,0,0,0
4509,birdy,1984,tt0086969,0,1,0,0,0
4510,kill the irishman,2011,tt1416801,1,1,0,0,0
4511,kafka,1991,tt0102181,2,2,0,0,0
4512,vox lux,2018,tt5960374,1,4,0,0,0
4513,those daring young men in their jaunty jalopies,1969,tt0064688,0,0,0,0,0
4514,robot jox,1989,tt0102800,0,0,0,0,0
4515,waterland,1992,tt0105790,1,0,0,0,0
4516,the ward,2010,tt1369706,0,0,0,0,0
4517,"gaily, gaily",1969,tt0064357,1,6,0,0,7
4518,american flyers,1985,tt0088707,1,0,0,0,0
4519,permanent record,1988,tt0095853,0,0,0,0,0
4520,things to do in denver when you're dead,1995,tt0114660,0,0,0,0,0
4521,bad moon,1996,tt0115610,0,1,0,0,0
4522,the last valley,1971,tt0065969,0,2,0,0,0
4523,winter kills,1979,tt0080139,2,12,0,0,0
4524,the lonely lady,1983,tt0085863,0,0,0,0,0
4525,strange invaders,1983,tt0086374,0,1,0,0,0
4526,razorback,1984,tt0087981,0,0,0,0,0
4527,street smart,1987,tt0094056,0,0,0,1,6
4528,cool as ice,1991,tt0101615,0,0,0,0,0
4529,cattle annie and little britches,1981,tt0082145,1,2,0,0,0
4530,shalako,1968,tt0063592,0,1,0,0,0
4531,hollywood boulevard,1976,tt0074633,0,0,0,0,0
4532,the monster club,1981,tt0081178,0,0,0,0,0
4533,night of the creeps,1986,tt0091630,0,0,0,0,0
4534,amazon women on the moon,1987,tt0092546,0,0,0,0,0
4535,light sleeper,1992,tt0102307,0,3,0,0,0
4536,party monster,2003,tt0320244,0,1,0,0,0
4537,tender is the night,1962,tt0056566,2,9,0,0,7
4538,a countess from hong kong,1967,tt0061523,2,5,0,0,0
4539,the flim-flam man,1967,tt0061678,0,4,0,0,0
4540,circle of iron,1978,tt0078975,1,1,0,0,0
4541,from beyond,1986,tt0091083,0,0,0,0,0
4542,steel dawn,1987,tt0094033,0,0,0,0,0
4543,miracle mile,1988,tt0097889,0,0,0,0,0
4544,waxwork,1988,tt0096426,0,0,0,0,0
4545,south central,1992,tt0105450,0,0,0,0,0
4546,ginger snaps,2000,tt0210070,0,0,0,0,0
4547,spun,2002,tt0283003,0,0,0,0,0
4548,fanboys,2009,tt0489049,0,0,0,0,0
4549,"brother sun, sister moon",1972,tt0069824,0,1,0,0,0
4550,the friends of eddie coyle,1973,tt0070077,0,1,0,0,0
4551,heathers,1988,tt0097493,0,0,0,0,0
4552,the rapture,1991,tt0102757,0,0,0,0,0
4553,shaft in africa,1973,tt0070679,2,1,0,0,0
4554,woman obsessed,1959,tt0053450,1,4,0,0,0
4555,"the world, the flesh and the devil",1959,tt0053454,0,1,0,0,0
4556,five weeks in a balloon,1962,tt0055988,1,1,0,0,0
4557,a child is waiting,1963,tt0056930,2,4,0,0,0
4558,the heart is a lonely hunter,1968,tt0063050,0,1,0,2,5
4559,isadora,1968,tt0063141,0,1,0,1,6
4560,the long goodbye,1973,tt0070334,0,4,0,0,0
4561,the lair of the white worm,1988,tt0095488,0,1,0,0,0
4562,bully,2001,tt0242193,0,0,0,0,0
4563,two night stand,2014,tt2140619,0,0,0,0,0
4564,31,2016,tt3835080,0,0,0,0,0
4565,tarzan's greatest adventure,1959,tt0053334,0,0,0,0,0
4566,watermelon man,1970,tt0066550,1,1,0,0,0
4567,godspell,1973,tt0070121,0,0,0,0,0
4568,sssssss,1973,tt0070622,0,0,0,0,0
4569,tim,1979,tt0080024,0,2,0,0,0
4570,the prowler,1981,tt0082951,0,0,0,0,0
4571,fire and ice,1983,tt0085542,0,0,0,0,0
4572,the quiet earth,1985,tt0089869,0,0,0,0,0
4573,maniac cop,1988,tt0095583,0,0,0,0,0
4574,kicking and screaming,1995,tt0113537,0,0,0,0,0
4575,trees lounge,1996,tt0117958,0,1,0,0,0
4576,orgazmo,1997,tt0124819,0,0,0,0,0
4577,brigham city,2001,tt0268200,0,0,0,0,0
4578,bubba ho-tep,2002,tt0281686,0,0,0,0,0
4579,libel,1959,tt0053003,2,4,0,0,7
4580,eyes of a stranger,1981,tt0082352,0,0,0,0,0
4581,dahmer,2002,tt0285728,0,1,0,0,0
4582,horrors of the black museum,1959,tt0052901,0,0,0,0,0
4583,the killer shrews,1959,tt0052969,0,0,0,0,0
4584,limelight,1952,tt0044837,0,0,0,0,0
4585,black mama white mama,1973,tt0068282,0,0,0,0,0
4586,love field,1992,tt0104765,0,2,0,1,6
4587,yellow submarine,1968,tt0063823,0,0,0,0,0
4588,my summer of love,2004,tt0382189,0,0,0,0,0
4589,w.e.,2011,tt1536048,0,0,0,0,7
4590,the hit,1984,tt0087414,0,1,0,0,0
4591,dracula: prince of darkness,1966,tt0059127,0,0,0,0,0
4592,little monsters,1989,tt0097758,0,0,0,0,0
4593,only god forgives,2013,tt1602613,0,2,0,0,0
4594,until the end of the world,1991,tt0101458,0,0,0,0,0
4595,lust in the dust,1984,tt0089523,0,0,0,0,0
4596,vampire's kiss,1988,tt0098577,0,0,0,0,0
4597,on the road,2012,tt0337692,0,3,0,0,0
4598,the swinger,1966,tt0061052,0,1,0,0,0
4599,the hunt,2012,tt2106476,0,0,0,0,0
4600,cronos,1993,tt0104029,0,0,0,0,0
4601,henry: portrait of a serial killer,1986,tt0099763,0,0,0,0,0
4602,putney swope,1969,tt0064855,0,0,0,0,0
4603,buster,1988,tt0094819,0,1,0,0,7
4604,the abc of love and sex: australia style,1978,tt0077116,0,0,0,0,0
4605,mishima: a life in four chapters,1985,tt0089603,0,0,0,0,0
4606,killing zoe,1993,tt0110265,0,0,0,0,0
4607,jude,1996,tt0116722,0,1,0,0,0
4608,the believer,2001,tt0247199,0,0,0,0,0
4609,the man who killed don quixote,2018,tt1318517,0,1,0,0,0
4610,piranha ii: the spawning,1981,tt0082910,0,0,0,0,0
4611,mystery train,1989,tt0097940,0,0,0,0,0
4612,enter the void,2009,tt1191111,0,0,0,0,0
4613,total eclipse,1995,tt0114702,1,2,0,0,0
4614,this is england,2006,tt0480025,0,0,0,0,0
4615,thirst,2009,tt0762073,0,0,0,0,0
4616,thieves like us,1974,tt0072274,0,1,0,0,0
4617,freeway,1996,tt0116361,0,0,0,0,0
4618,wet hot american summer,2001,tt0243655,0,0,0,0,0
4619,octaman,1971,tt0067515,0,0,0,0,0
4620,cemetery man,1994,tt0109592,0,0,0,0,0
4621,planet of the vampires,1965,tt0059792,0,0,0,0,0
4622,the dorm that dripped blood,1982,tt0082279,0,0,0,0,0
4623,lady vengeance,2005,tt0451094,0,0,0,0,0
4624,cross creek,1983,tt0085380,1,1,0,2,5
4625,happy together,1997,tt0118845,0,0,0,0,0
4626,the human centipede (first sequence),2009,tt1467304,0,0,0,0,0
4627,the rain people,1969,tt0064873,0,2,0,0,0
4628,the night flier,1997,tt0119784,0,0,0,0,0
4629,centurion,2010,tt1020558,0,0,0,0,0
4630,chimes at midnight,1965,tt0059012,1,3,0,0,0
4631,arizona dream,1993,tt0106307,1,2,0,0,0
4632,escobar: paradise lost,2014,tt2515030,1,1,0,0,0
4633,up close and personal,2016,tt6898418,0,0,0,0,0
4634,the man who fell to earth,1976,tt0074851,0,2,0,0,0
4635,human traffic,1999,tt0188674,0,0,0,0,0
4636,passion,2012,tt1829012,0,0,0,0,0
4637,i spit on your grave,2010,tt1242432,0,0,0,0,0
4638,mean machine,2001,tt0291341,0,0,0,0,0
4639,beasts of no nation,2015,tt1365050,0,0,0,0,0
4640,meet the feebles,1989,tt0097858,0,0,0,0,0
4641,peeping tom,1960,tt0054167,0,2,0,0,0
4642,byzantium,2012,tt1531901,1,2,0,0,0
4643,the holy mountain,1973,tt0071615,0,0,0,0,0
4644,beyond the black rainbow,2010,tt1534085,0,0,0,0,0
4645,vatel,2000,tt0190861,0,5,0,0,7
4646,heist,2001,tt0252503,2,6,0,0,0
4647,feast,2005,tt0426459,0,0,0,0,0
4648,wanda,1970,tt0067961,0,0,0,0,0
4649,9 songs,2004,tt0411705,0,0,0,0,0
4650,let's scare jessica to death,1971,tt0067341,0,0,0,0,0
4651,white dog,1982,tt0084899,0,0,0,0,0
4652,wicked stepmother,1989,tt0098649,0,8,0,0,0
4653,contempt,1963,tt0057345,0,2,0,0,0
4654,the inbetweeners movie,2011,tt1716772,0,0,0,0,0
4655,sleeping beauty,1959,tt0053285,0,0,0,0,7
4656,"faster, pussycat! kill! kill!",1965,tt0059170,0,0,0,0,0
4657,"pussycat, pussycat, i love you",1970,tt0066260,0,0,0,0,0
4658,lake mungo,2008,tt0816556,0,0,0,0,0
4659,victor/victoria,1995,tt0265987,1,3,0,0,0
4660,the hottie & the nottie,2008,tt0804492,0,0,0,0,0
4661,one true thing,1998,tt0120776,3,10,0,1,6
4662,only when i laugh,1981,tt0082853,0,6,0,3,4
4663,snow falling on cedars,1999,tt0120834,1,1,0,0,7
4664,the sunchaser,1996,tt0117781,2,5,0,0,0
4665,country strong,2010,tt1555064,1,0,0,0,7
4666,the groove tube,1974,tt0071583,0,0,0,0,0
4667,the law,1959,tt0051852,0,0,0,0,0
4668,breathless,1960,tt0053472,0,0,0,0,0
4669,georgy girl,1966,tt0060453,0,1,0,2,5
4670,the wild angels,1966,tt0061189,0,0,0,0,0
4671,pete 'n' tillie,1972,tt0069080,2,6,0,2,5
4672,being julia,2004,tt0340012,1,3,0,1,6
4673,dirty pretty things,2002,tt0301199,0,1,0,0,0
4674,ghosts of mississippi,1996,tt0116410,1,2,0,1,6
4675,enchanted april,1991,tt0101811,0,0,0,0,0
4676,"give 'em hell, harry!",1975,tt0073053,0,1,0,1,6
4677,swept away,2002,tt0291502,0,0,0,0,0
4678,dead man's shoes,2004,tt0419677,0,0,0,0,0
4679,twice born,2012,tt1396226,1,2,0,0,0
4680,the salvation,2014,tt2720680,0,0,0,0,0
4681,havana,1990,tt0099747,3,7,0,0,7
4682,the station agent,2003,tt0340377,0,0,0,0,0
4683,american splendor,2003,tt0305206,0,0,0,1,6
4684,unstrung heroes,1995,tt0114798,1,2,0,0,7
4685,fat pizza,2003,tt0340110,0,0,0,0,0
4686,agatha,1979,tt0078736,1,6,0,0,7
4687,the sting ii,1983,tt0086370,1,3,0,0,7
4688,orlando,1992,tt0107756,0,0,0,0,0
4689,my dinner with andre,1981,tt0082783,0,1,0,0,0
4690,butch and sundance: the early days,1979,tt0078919,1,0,0,0,0
4691,passion fish,1992,tt0105107,0,1,0,2,5
4692,little voice,1998,tt0147004,0,1,0,1,6
4693,playing by heart,1998,tt0145734,0,0,0,0,0
4694,pi,1998,tt0138704,0,0,0,0,0
4695,penitentiary ii,1982,tt0084485,0,0,0,0,0
4696,afterglow,1997,tt0118566,1,2,0,1,6
4697,blackenstein,1973,tt0069795,0,0,0,0,0
4698,johnny cool,1963,tt0057200,0,0,0,0,0
4699,spanking the monkey,1994,tt0111252,0,0,0,0,0
4700,tumbleweeds,1999,tt0161023,0,0,0,1,6
4701,slacker,1990,tt0102943,0,0,0,0,0
4702,georgia,1995,tt0113158,0,0,0,1,6
4703,little dorrit,2008,tt1178522,0,2,0,0,0
4704,blue ruin,2013,tt2359024,0,0,0,0,0
4705,the lady in red,1979,tt0079429,1,0,0,0,0
4706,alone yet not alone,2013,tt1986769,0,0,0,0,7
4707,the blood of heroes,1989,tt0094764,0,0,0,0,0
4708,primer,2004,tt0390384,0,0,0,0,0
4709,mean creek,2004,tt0377091,0,0,0,0,0
4710,the toxic avenger,1984,tt0090190,0,0,0,0,0
4711,poison,1991,tt0102687,0,0,0,0,0
4712,attack of the killer tomatoes!,1978,tt0080391,0,0,0,0,0
4713,tom & viv,2018,tt5057054,0,0,0,0,0
4714,idiocracy,2006,tt0387808,0,0,0,0,0
4715,bone tomahawk,2015,tt2494362,0,1,0,0,0
4716,i origins,2014,tt2884206,0,0,0,0,0
4717,the affair of the necklace,2001,tt0242252,1,0,0,0,7
4718,wristcutters: a love story,2006,tt0477139,0,0,0,0,0
4719,the voices,2014,tt1567437,0,3,0,0,0
4720,a lonely place to die,2011,tt1422136,0,0,0,0,0
4721,true colors,1991,tt0103125,0,2,0,0,0
4722,killer of sheep,1978,tt0076263,0,0,0,0,0
4723,the brown bunny,2003,tt0330099,0,1,0,0,0
4724,the birthday party,1968,tt0062732,0,1,0,0,0
4725,deathsport,1978,tt0077414,0,0,0,0,0
4726,where the day takes you,1992,tt0105810,0,0,0,0,0
4727,southland tales,2006,tt0405336,0,0,0,0,0
4728,fingers,1978,tt0077549,0,1,0,0,0
4729,two evil eyes,1990,tt0100827,0,0,0,0,0
4730,first kill,2017,tt5884234,0,0,0,0,0
4731,tempest,1982,tt0084776,0,8,0,0,0
4732,the tempest,2010,tt1274300,0,1,0,0,7
4733,waking the dead,2000,tt0127349,0,0,0,0,0
4734,the weight of water,2000,tt0210382,0,0,0,0,0
4735,dragged across concrete,2018,tt6491178,2,1,0,0,0
4736,black dynamite,2009,tt1190536,0,0,0,0,0
4737,smashing time,1967,tt0062281,0,1,0,0,0
4738,the doom generation,1995,tt0112887,0,0,0,0,0
4739,lady jane,1986,tt0091374,0,0,0,0,0
4740,valhalla rising,2009,tt0862467,0,0,0,0,0
4741,the return of swamp thing,1989,tt0098193,0,0,0,0,0
4742,heart like a wheel,1983,tt0085656,0,0,0,0,7
4743,following,1998,tt0154506,0,0,0,0,0
4744,hard eight,1996,tt0119256,0,1,0,0,0
4745,the sea wolves,1980,tt0081470,2,6,0,0,0
4746,barely lethal,2015,tt1731701,0,1,0,0,0
4747,frankenhooker,1990,tt0099611,0,0,0,0,0
4748,the bad batch,2016,tt4334266,0,0,0,0,0
4749,the indian runner,1991,tt0102116,0,0,0,0,0
4750,repo! the genetic opera,2008,tt0963194,0,0,0,0,0
4751,chapter 27,2007,tt0488988,0,0,0,0,0
4752,texas chainsaw massacre: the next generation,1994,tt0110978,0,0,0,0,0
4753,a bucket of blood,1959,tt0052655,0,0,0,0,0
4754,canadian bacon,1995,tt0109370,0,0,0,0,0
4755,"silent night, deadly night part 2",1987,tt0093974,0,0,0,0,0
4756,bad taste,1987,tt0092610,0,0,0,0,0
4757,tigerland,2000,tt0170691,0,0,0,0,0
4758,love ranch,2010,tt1125929,2,6,0,0,0
4759,prozac nation,2001,tt0236640,0,0,0,0,0
4760,gaby: a true story,1987,tt0093067,0,3,0,0,0
4761,the big picture,1989,tt0096926,0,0,0,0,0
4762,gummo,1997,tt0119237,0,0,0,0,0
4763,shakes the clown,1991,tt0102898,0,0,0,0,0
4764,lawn dogs,1997,tt0119506,0,1,0,0,0
4765,coherence,2013,tt2866360,0,0,0,0,0
4766,the dead,2010,tt1386925,0,0,0,0,0
4767,the shoes of the fisherman,1968,tt0063599,4,13,0,0,7
4768,a little night music,1977,tt0076319,2,6,0,0,7
4769,"reuben, reuben",1983,tt0084591,1,1,0,2,5
4770,the magic of lassie,1978,tt0077890,0,3,0,0,7
4771,i spit on your grave 2,2013,tt2537176,0,0,0,0,0
4772,the mark,2012,tt2058710,0,1,0,0,0
4773,billy rose's jumbo,1962,tt0055797,1,5,0,0,7
4774,the whisperers,1967,tt0061180,0,2,0,1,6
4775,caravaggio,1986,tt0090798,0,0,0,0,0
4776,all ladies do it,1992,tt0104014,0,0,0,0,0
4777,meredith willson's the music man,1998,tt0258928,1,0,0,0,0
4778,bright star,2009,tt0810784,1,1,0,0,7
4779,what's the matter with helen?,1971,tt0067975,2,2,0,0,7
4780,half a house,1975,tt0074601,0,0,0,0,0
4781,the triplets of belleville,2003,tt0286244,0,0,0,0,7
4782,the rise and fall of legs diamond,1960,tt0054243,0,0,0,0,7
4783,a new kind of love,1963,tt0057360,1,8,0,0,7
4784,ulysses,1954,tt0047630,1,5,0,0,0
4785,lies my father told me,1975,tt0073293,0,0,0,1,6
4786,coco,2017,tt2380307,0,0,0,0,7
4787,the sunshine boys,1975,tt0073766,1,2,1,3,4
4788,venus,2006,tt0489327,0,8,0,1,6
4789,the lively set,1964,tt0058296,0,0,0,0,7
4790,the europeans,1979,tt0079123,0,1,0,0,7
4791,the slipper and the rose,1976,tt0075232,0,3,0,0,0
4792,caravans,1978,tt0077296,2,2,0,0,7
4793,the story of adele h.,1975,tt0073114,0,2,0,1,6
4794,the baby maker,1970,tt0065441,0,0,0,0,7
4795,whiffs,1975,tt0073891,0,3,0,0,7
4796,the dark at the top of the stairs,1960,tt0053750,1,4,0,1,6
4797,séance on a wet afternoon,1964,tt0058557,0,0,0,1,6
4798,a house is not a home,1964,tt0058209,1,1,0,0,7
4799,who is harry kellerman and why is he saying those terrible things about me?,1971,tt0067980,0,3,0,1,6
4800,glen campbell: i'll be me,2014,tt2049586,0,0,0,0,0
4801,"krakatoa, east of java",1968,tt0064555,1,0,0,0,0
4802,the man in the glass booth,1975,tt0073345,2,1,0,1,6
4803,frozen river,2008,tt0978759,0,1,0,2,5
4804,let it be,1969,tt0065976,0,0,0,0,0
4805,the barbarian invasions,2003,tt0338135,0,0,0,1,6
4806,the passover plot,1976,tt0075043,1,1,0,0,7
4807,hedda,1975,tt0073098,2,1,0,1,6
4808,hester street,1975,tt0073107,0,0,0,1,6
4809,"summer wishes, winter dreams",1973,tt0070748,2,2,0,2,5
4810,the happy ending,1969,tt0064405,2,8,0,1,6
4811,happy-go-lucky,2008,tt1045670,0,5,0,1,6
4812,mandela: long walk to freedom,2013,tt2304771,0,1,0,0,0
4813,sunrise at campobello,1960,tt0054354,1,8,0,1,6
4814,coco before chanel,2009,tt1035736,0,0,0,0,7
4815,beach red,1967,tt0061389,0,1,0,0,7
4816,the facts of life,1979,tt0078610,0,0,0,0,0
4817,closer,2004,tt0376541,2,7,0,2,5
4818,and now my love,1974,tt0072307,0,1,0,0,0
4819,papa's delicate condition,1963,tt0057400,0,2,0,0,7
4820,pieces of dreams,1970,tt0066222,0,0,0,0,7
4821,the little ark,1972,tt0068864,0,1,0,0,7
4822,sunset,1988,tt0096193,0,3,0,0,7
4823,shanks,1974,tt0072149,0,0,0,0,7
4824,the young land,1959,tt0053461,0,1,0,0,7
4825,youth,2015,tt3312830,1,0,0,0,7
4826,"mohammad, messenger of god",1976,tt0815461,0,0,0,0,0
4827,kisses for my president,1964,tt0058266,0,0,0,0,7
4828,babel,2006,tt0449467,1,2,0,4,3
4829,"yes, giorgio",1982,tt0084931,1,2,0,0,7
4830,silence,2016,tt0490215,1,11,0,0,7
4831,faces,1968,tt0062952,0,1,0,2,5
4832,the pigeon that took rome,1962,tt0056349,1,0,0,0,7
4833,oscar and lucinda,1997,tt0119843,0,2,0,0,7
4834,banning,1967,tt0061383,0,0,0,0,7
4835,the godfather part ii,1974,tt0071562,1,5,4,7,1
4836,a better life,2011,tt1554091,0,1,0,1,6
4837,the book thief,2013,tt0816442,0,0,0,0,7
4838,anna karenina,2012,tt1781769,0,0,0,0,7
4839,the artist,2011,tt1655442,0,1,3,5,2
4840,twice in a lifetime,1985,tt0090223,3,8,0,1,6
4841,all about eve,1950,tt0042192,4,7,0,0,0
4842,born yesterday,1950,tt0042276,1,2,0,0,0
4843,the asphalt jungle,1950,tt0042208,2,4,0,0,0
4844,the magnificent yankee,1950,tt0042702,0,0,0,0,0
4845,harvey,1950,tt0042546,0,1,0,0,0
4846,caged,1950,tt0042296,0,4,0,0,0
4847,the flame and the arrow,1950,tt0042464,0,1,0,0,0
4848,no sad songs for me,1950,tt0042790,0,0,0,0,0
4849,annie get your gun,1950,tt0042200,1,2,0,0,0
4850,i'll get by,1950,tt0042589,0,0,0,0,0
4851,three little words,1950,tt0043044,0,0,0,0,0
4852,the west point story,1950,tt0043123,1,0,0,0,0
4853,"captain carey, u.s.a.",1950,tt0042310,0,0,0,0,0
4854,the toast of new orleans,1950,tt0043053,0,2,0,0,0
4855,singing guns,1950,tt0042970,1,1,0,0,0
4856,wabash avenue,1950,tt0043116,0,1,0,0,0
4857,louisa,1950,tt0042687,2,4,0,0,0
4858,trio,1950,tt0042752,0,0,0,0,0
4859,destination moon,1950,tt0042393,0,0,0,0,0
4860,the black rose,1950,tt0042256,0,2,0,0,0
4861,an american in paris,1951,tt0043278,0,1,0,0,0
4862,decision before dawn,1951,tt0043459,0,2,0,0,0
4863,a place in the sun,1951,tt0043924,1,4,0,0,0
4864,quo vadis,1951,tt0043949,0,3,0,0,0
4865,a streetcar named desire,1951,tt0044081,2,0,0,0,0
4866,the african queen,1951,tt0043265,2,7,0,0,0
4867,detective story,1951,tt0043465,2,9,0,0,0
4868,bright victory,1951,tt0043361,0,1,0,0,0
4869,the blue veil,1951,tt0043350,1,1,0,0,0
4870,come fill the cup,1951,tt0043424,1,2,0,0,0
4871,the mating season,1951,tt0043792,2,6,0,0,0
4872,david and bathsheba,1951,tt0043455,0,10,0,0,0
4873,the great caruso,1951,tt0043599,0,1,0,0,0
4874,on the riviera,1951,tt0043882,0,1,0,0,0
4875,show boat,1951,tt0044030,0,0,0,0,0
4876,here comes the groom,1951,tt0043633,2,7,0,0,0
4877,the strip,1951,tt0044083,0,3,0,0,0
4878,golden girl,1951,tt0043592,0,0,0,0,0
4879,royal wedding,1951,tt0043983,0,0,0,0,0
4880,"rich, young and pretty",1951,tt0043968,1,0,0,0,0
4881,two tickets to broadway,1951,tt0044158,0,0,0,0,0
4882,fourteen hours,1951,tt0043560,0,2,0,0,0
4883,the house on telegraph hill,1951,tt0043660,0,1,0,0,0
4884,too young to kiss,1951,tt0044138,0,1,0,0,0
4885,the frogmen,1951,tt0043565,0,1,0,0,0
4886,strangers on a train,1951,tt0044079,0,5,0,0,0
4887,when worlds collide,1951,tt0044207,0,0,0,0,0
4888,kind lady,1951,tt0043709,1,6,0,0,0
4889,the model and the marriage broker,1951,tt0043813,2,9,0,0,0
4890,the well,1951,tt0044202,0,0,0,0,0
4891,the greatest show on earth,1952,tt0044672,0,1,0,0,0
4892,high noon,1952,tt0044706,2,4,0,0,0
4893,ivanhoe,1952,tt0044760,2,2,0,0,0
4894,moulin rouge,1952,tt0044926,3,7,0,0,0
4895,the quiet man,1952,tt0045061,3,4,0,0,0
4896,viva zapata!,1952,tt0045296,1,2,0,0,0
4897,the bad and the beautiful,1952,tt0044391,0,4,0,0,0
4898,sudden fear,1952,tt0045205,1,2,0,0,0
4899,the member of the wedding,1952,tt0044896,0,2,0,0,0
4900,with a song in my heart,1952,tt0045333,1,4,0,0,0
4901,the big sky,1952,tt0044419,0,4,0,0,0
4902,singin' in the rain,1952,tt0045152,0,1,0,0,0
